"trial_type","trial_index","time_elapsed","internal_node_id","screen_height","screen_width","browser","browser_version","mobile","os","vsync_rate","participant_id","study_id","session_id","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","fullscreen","webcam","microphone","screen","version","date","time","rt","stimulus","response","question_order","trial_duration","trial_number","block_number"
"multiple-slider","68","485607","0.0-24.0-2.14","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","5274.5","","{""Physical_Attractiveness"":0.8,""General_Attractiveness"":0.77,""Trustworthiness"":0.72,""Familiarity"":0.6}","[0,1,2,3]","","",""
"html-keyboard-response","69","486359","0.0-24.0-0.15","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","70","486872","0.0-24.0-1.15","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1037.jpg","null","","500","16","1"
"multiple-slider","71","492937","0.0-24.0-2.15","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","6062.800000011921","","{""Physical_Attractiveness"":0.35,""General_Attractiveness"":0.35,""Trustworthiness"":0.39,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","72","493689","0.0-24.0-0.16","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","73","494205","0.0-24.0-1.16","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1036.jpg","null","","500","17","1"
"multiple-slider","74","498200","0.0-24.0-2.16","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","3993.400000035763","","{""Physical_Attractiveness"":0.67,""General_Attractiveness"":0.67,""Trustworthiness"":0.64,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","75","498965","0.0-24.0-0.17","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","76","499480","0.0-24.0-1.17","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1025.jpg","null","","500","18","1"
"multiple-slider","77","504416","0.0-24.0-2.17","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4933.399999976158","","{""Physical_Attractiveness"":0.67,""General_Attractiveness"":0.37,""Trustworthiness"":0.4,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","78","505172","0.0-24.0-0.18","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","79","505680","0.0-24.0-1.18","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1006.jpg","null","","500","19","1"
"multiple-slider","80","513697","0.0-24.0-2.18","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","8015.300000011921","","{""Physical_Attractiveness"":0.19,""General_Attractiveness"":0.25,""Trustworthiness"":0.51,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","81","514451","0.0-24.0-0.19","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","82","514966","0.0-24.0-1.19","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1039.jpg","null","","500","20","1"
"multiple-slider","83","521688","0.0-24.0-2.19","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","6714.799999952316","","{""Physical_Attractiveness"":0.61,""General_Attractiveness"":0.19,""Trustworthiness"":0.62,""Familiarity"":0.23}","[0,1,2,3]","","",""
"html-keyboard-response","84","522440","0.0-24.0-0.20","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","85","522950","0.0-24.0-1.20","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1058.jpg","null","","500","21","1"
"multiple-slider","86","529778","0.0-24.0-2.20","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","6826.100000023842","","{""Physical_Attractiveness"":0.83,""General_Attractiveness"":0.81,""Trustworthiness"":0.5,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","87","530530","0.0-24.0-0.21","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","88","531051","0.0-24.0-1.21","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1057.jpg","null","","500","22","1"
"multiple-slider","89","536837","0.0-24.0-2.21","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","5784","","{""Physical_Attractiveness"":0.27,""General_Attractiveness"":0.31,""Trustworthiness"":0.51,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","90","537604","0.0-24.0-0.22","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","91","538106","0.0-24.0-1.22","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1040.jpg","null","","500","23","1"
"multiple-slider","92","544111","0.0-24.0-2.22","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","6004.400000035763","","{""Physical_Attractiveness"":0.23,""General_Attractiveness"":0.18,""Trustworthiness"":0.52,""Familiarity"":0.23}","[0,1,2,3]","","",""
"html-keyboard-response","93","544864","0.0-24.0-0.23","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","94","545368","0.0-24.0-1.23","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1092.jpg","null","","500","24","1"
"multiple-slider","95","550360","0.0-24.0-2.23","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4990.400000035763","","{""Physical_Attractiveness"":0.21,""General_Attractiveness"":0.14,""Trustworthiness"":0.67,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","96","551122","0.0-24.0-0.24","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","97","551635","0.0-24.0-1.24","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1029.jpg","null","","500","25","1"
"multiple-slider","98","555640","0.0-24.0-2.24","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4003.5","","{""Physical_Attractiveness"":0.65,""General_Attractiveness"":0.72,""Trustworthiness"":0.5,""Familiarity"":0.68}","[0,1,2,3]","","",""
"html-keyboard-response","99","556393","0.0-24.0-0.25","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","100","556902","0.0-24.0-1.25","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1027.jpg","null","","500","26","1"
"multiple-slider","101","561657","0.0-24.0-2.25","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4753.399999976158","","{""Physical_Attractiveness"":0.69,""General_Attractiveness"":0.61,""Trustworthiness"":0.62,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","102","562409","0.0-24.0-0.26","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","103","562918","0.0-24.0-1.26","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1093.jpg","null","","500","27","1"
"multiple-slider","104","568009","0.0-24.0-2.26","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","5089.100000023842","","{""Physical_Attractiveness"":0.75,""General_Attractiveness"":0.63,""Trustworthiness"":0.79,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","105","568761","0.0-24.0-0.27","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","106","569271","0.0-24.0-1.27","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1003.jpg","null","","500","28","1"
"multiple-slider","107","573811","0.0-24.0-2.27","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4538.399999976158","","{""Physical_Attractiveness"":0.84,""General_Attractiveness"":0.56,""Trustworthiness"":0.79,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","108","574573","0.0-24.0-0.28","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","109","575090","0.0-24.0-1.28","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1060.jpg","null","","500","29","1"
"multiple-slider","110","579053","0.0-24.0-2.28","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","3960.800000011921","","{""Physical_Attractiveness"":0.61,""General_Attractiveness"":0.61,""Trustworthiness"":0.71,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","111","579809","0.0-24.0-0.29","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","112","580313","0.0-24.0-1.29","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1012.jpg","null","","500","30","1"
"multiple-slider","113","585003","0.0-24.0-2.29","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4683.699999988079","","{""Physical_Attractiveness"":0.33,""General_Attractiveness"":0.2,""Trustworthiness"":0.67,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","114","585761","0.0-24.0-0.30","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","115","586276","0.0-24.0-1.30","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1110.jpg","null","","500","31","1"
